temp,humidity,sound_volume,label,id
173.90453849816853,69.52392006274238,88.47855699442523,0.0,0
176.96355100708666,69.58335443917727,89.78408536452608,0.0,1
174.08965593232853,69.04698317164906,92.13359529954614,0.0,2
171.25993872425886,69.71173197591702,92.36646454435854,0.0,3
175.87799467795182,69.33919001022606,89.7961973222335,0.0,4
178.0599232742375,70.9643888370114,90.27451525142163,0.0,5
178.57709679861546,70.82022644995725,90.15228545943093,0.0,6
173.76391238259407,71.46149649353003,90.55176219325281,0.0,7
174.79183309170116,69.72900667396964,87.8709283338709,0.0,8
174.66906299231343,69.23889420595529,89.97969748909439,0.0,9
175.12058329100478,70.4643452959337,87.74993396608338,0.0,10
177.12682188955446,72.10928864753137,91.2538751682073,0.0,11
171.95947053165892,69.57586263336773,87.15529760944732,0.0,12
172.9331260802453,70.73689987937938,92.21462196251407,0.0,13
175.70325265767065,68.80617508452002,91.50813749753489,0.0,14
174.30643552564882,70.10216561072612,90.9534681713103,0.0,15
176.31909234727914,68.85319109283088,91.50981501751285,0.0,16
173.21002866076037,70.22459337063827,88.29639909398249,0.0,17
174.26053428168174,69.00486579836266,89.69051371638422,0.0,18
173.26075662444413,69.84215938969118,90.70776813203537,0.0,19
173.37888267763384,70.57455273304754,89.52678939492147,0.0,20
178.45437975480348,70.66939468300424,93.83631098018301,1.0,21
176.1964649415996,69.50237124636942,91.442627789302,0.0,22
174.97823989387712,68.8728459000282,90.52362991097995,0.0,23
173.71808704448313,69.9004011682984,88.7088351926661,0.0,24
174.66533593429222,68.56054471402513,93.27900455719676,0.0,25
172.9808480148594,69.3098223657959,90.09802406771801,0.0,26
177.11162434765595,70.33267797297827,89.8454849126339,0.0,27
180.6416094923614,67.96261592000037,88.90218132503763,1.0,28
172.10639224413586,69.31354769929041,88.8924350163063,0.0,29
169.80991059451486,67.5788091772383,92.3762634144862,1.0,30
175.42081464122333,68.59969391841673,90.47646753438882,0.0,31
169.6086470840967,70.47217419888162,90.927079761051,1.0,32
174.77418233199478,70.29509157174343,90.12368592906239,0.0,33
174.3402873633375,68.46651557185595,88.66876897709344,0.0,34
175.28204871084375,70.9211775797668,90.25241296166485,0.0,35
174.60561904814404,70.74646502306514,86.81596515502865,0.0,36
174.5238732856409,68.19652387203392,90.91500196350128,0.0,37
175.37738694749433,69.55752743293115,91.16225653915772,0.0,38
179.71742756385396,68.99922967680325,92.1084152238035,0.0,39
173.98465846467388,68.84772604119618,91.2563385527234,0.0,40
173.49292762411054,69.45291226539176,89.22366330746547,0.0,41
177.1063576765539,70.12086684752302,90.1146209218215,0.0,42
173.60858238906016,70.02205915683305,90.71711753939344,0.0,43
175.9576111578795,70.32549495512231,92.53611089980902,0.0,44
175.7267141626059,69.97822395424818,88.69866932054862,0.0,45
180.95532242294126,71.45897527621555,84.29570984123482,1.0,46
170.732527201032,68.43760346891449,90.23616333536407,1.0,47
